date, pm25
2018-10-27,69
2018-10-28,62
2018-10-29,110
2018-10-30,103
2018-10-31,91
2018-11-01,101
2018-11-02,108
2018-11-03,101
2018-11-04,69
2018-11-05,91
2018-11-06,91
2018-11-07,50
2018-11-08,42
2018-11-09,46
2018-11-10,59
2018-11-11,57
2018-11-12,73
2018-11-13,78
2018-11-14,80
2018-11-15,83
2018-11-16,77
2018-11-17,78
2018-11-18,74
2018-11-19,47
2018-11-20,53
2018-11-21,77
2018-11-22,90
2018-11-23,73
2018-11-24,58
2018-11-25,31
2018-11-26,38
2018-11-27,48
2018-11-28,99
2018-11-29,68
2018-11-30,93
2018-12-01,79
2018-12-02,67
2018-12-03,91
2018-12-04,82
2018-12-05,61
2018-12-06,77
2018-12-07,91
2018-12-08,57
2018-12-09,76
2018-12-10,52
2018-12-11,74
2018-12-12,93
2018-12-13,80
2018-12-14,80
2018-12-15,67
2018-12-16,64
2018-12-17,105
2018-12-21,112
2018-12-22,104
2018-12-23,121
2018-12-24,86
2018-12-25,98
2018-12-26,77
2018-12-27,91
2018-12-28,111
2018-12-29,100
2018-12-30,79
2018-07-01,60
2018-07-02,62
2018-07-03,50
2018-07-04,32
2018-07-05,42
2018-07-06,52
2018-07-07,53
2018-07-08,55
2018-07-09,56
2018-07-10,57
2018-07-11,44
2018-07-12,32
2018-07-13,41
2018-07-14,49
2018-07-15,59
2018-07-16,58
2018-07-17,50
2018-07-18,49
2018-07-19,61
2018-07-20,70
2018-07-21,62
2018-07-22,58
2018-07-23,62
2018-07-24,58
2018-07-25,69
2018-07-26,71
2018-07-27,65
2018-07-28,60
2018-07-29,52
2018-07-30,51
2018-07-31,76
2018-08-01,81
2018-08-02,61
2018-08-03,66
2018-08-04,60
2018-08-05,64
2018-08-06,80
2018-08-07,78
2018-08-08,65
2018-08-09,60
2018-08-10,52
2018-08-11,53
2018-08-12,59
2018-08-13,64
2018-08-14,83
2018-08-15,73
2018-08-16,73
2018-08-17,58
2018-08-18,58
2018-08-19,65
2018-08-20,64
2018-08-21,64
2018-08-22,65
2018-08-23,58
2018-08-24,62
2018-08-25,61
2018-08-26,54
2018-08-27,64
2018-08-28,60
2018-08-29,73
2018-08-30,63
2018-08-31,77
2018-09-01,66
2018-09-02,69
2018-09-03,53
2018-09-04,61
2018-09-05,52
2018-09-06,53
2018-09-07,75
2018-09-08,78
2018-09-09,82
2018-09-10,63
2018-09-11,73
2018-09-12,62
2018-09-13,79
2018-09-14,55
2018-09-15,54
2018-09-16,43
2018-09-17,39
2018-09-18,45
2018-09-19,68
2018-09-20,102
2018-09-21,77
2018-09-22,71
2018-09-23,93
2018-09-24,121
2018-09-25,71
2018-09-26,63
2018-09-27,62
2018-09-28,64
2018-09-29,68
2018-09-30,39
2018-04-01,91
2018-04-02,88
2018-04-03,74
2018-04-04,66
2018-04-05,65
2018-04-06,68
2018-04-07,77
2018-04-08,98
2018-04-09,112
2018-04-10,89
2018-04-11,60
2018-04-12,58
2018-04-13,59
2018-04-14,59
2018-04-15,60
2018-04-16,66
2018-04-17,73
2018-04-18,91
2018-04-19,72
2018-04-20,76
2018-04-21,76
2018-04-22,83
2018-04-23,77
2018-04-24,59
2018-04-25,51
2018-04-27,49
2018-04-28,46
2018-04-29,49
2018-04-30,57
2018-05-01,53
2018-05-02,46
2018-05-03,56
2018-05-04,82
2018-05-05,88
2018-05-06,59
2018-05-07,80
2018-05-08,84
2018-05-09,71
2018-05-10,109
2018-05-11,79
2018-05-12,82
2018-05-13,81
2018-05-14,81
2018-05-15,62
2018-05-16,54
2018-05-17,55
2018-05-18,95
2018-05-19,75
2018-05-20,86
2018-05-21,87
2018-05-22,116
2018-05-23,84
2018-05-24,113
2018-05-25,97
2018-05-26,98
2018-05-27,97
2018-05-28,108
2018-05-29,106
2018-05-30,75
2018-05-31,73
2018-06-01,65
2018-06-02,80
2018-06-03,63
2018-06-04,66
2018-06-05,59
2018-06-06,78
2018-06-07,71
2018-06-08,64
2018-06-09,66
2018-06-10,70
2018-06-11,78
2018-06-12,83
2018-06-13,71
2018-06-14,79
2018-06-15,54
2018-06-16,35
2018-06-18,17
2018-06-19,35
2018-06-20,44
2018-06-21,49
2018-06-22,61
2018-06-23,70
2018-06-24,68
2018-06-25,74
2018-06-26,65
2018-06-27,87
2018-06-28,109
2018-06-29,78
2018-06-30,68
2018-01-01,96
2018-01-02,104
2018-01-03,135
2018-01-04,121
2018-01-05,61
2018-01-06,57
2018-01-07,55
2018-01-08,61
2018-01-09,74
2018-01-10,113
2018-01-11,89
2018-01-12,78
2018-01-13,126
2018-01-15,132
2018-01-16,122
2018-01-17,109
2018-01-18,134
2018-01-19,115
2018-01-20,122
2018-01-21,118
2018-01-22,141
2018-01-23,106
2018-01-24,109
2018-01-25,108
2018-01-26,117
2018-01-27,130
2018-01-28,97
2018-01-29,97
2018-01-30,116
2018-01-31,119
2018-02-01,112
2018-02-02,118
2018-02-03,137
2018-02-04,123
2018-02-05,140
2018-02-06,147
2018-02-07,142
2018-02-08,135
2018-02-09,126
2018-02-10,126
2018-02-11,137
2018-02-12,124
2018-02-13,134
2018-02-14,142
2018-02-15,133
2018-02-16,123
2018-02-17,92
2018-02-18,71
2018-02-19,72
2018-02-20,73
2018-02-21,69
2018-02-22,79
2018-02-23,90
2018-02-24,85
2018-02-25,98
2018-02-26,110
2018-02-27,114
2018-02-28,86
2018-03-01,53
2018-03-02,69
2018-03-03,68
2018-03-04,73
2018-03-05,73
2018-03-06,74
2018-03-07,81
2018-03-08,89
2018-03-09,108
2018-03-10,117
2018-03-11,104
2018-03-12,123
2018-03-13,85
2018-03-14,52
2018-03-15,54
2018-03-16,50
2018-03-17,61
2018-03-18,68
2018-03-19,65
2018-03-20,66
2018-03-21,79
2018-03-22,106
2018-03-23,107
2018-03-24,105
2018-03-25,85
2018-03-26,95
2018-03-27,107
2018-03-28,105
2018-03-29,81
2018-03-30,93
2018-03-31,92
2017-10-01,65
2017-10-02,51
2017-10-03,51
2017-10-04,58
2017-10-05,89
2017-10-06,65
2017-10-07,86
2017-10-08,76
2017-10-09,106
2017-10-10,75
2017-10-11,67
2017-10-12,95
2017-10-13,82
2017-10-14,71
2017-10-15,43
2017-10-16,57
2017-10-17,70
2017-10-18,69
2017-10-19,69
2017-10-20,72
2017-10-21,84
2017-10-22,58
2017-10-23,69
2017-10-24,106
2017-10-25,107
2017-10-26,134
2017-10-27,109
2017-10-28,117
2017-10-29,119
2017-10-30,135
2017-11-13,114
2017-11-14,126
2017-11-15,137
2017-11-16,48
2017-11-17,89
2017-11-18,75
2017-11-19,68
2017-11-20,70
2017-11-21,82
2017-11-22,112
2017-11-23,126
2017-11-24,108
2017-11-25,96
2017-11-26,79
2017-11-27,87
2017-11-28,97
2017-11-29,128
2017-11-30,115
2017-12-01,116
2017-12-02,106
2017-12-03,105
2017-12-04,90
2017-12-05,119
2017-12-06,149
2017-12-07,106
2017-12-08,126
2017-12-19,121
2017-12-20,98
2017-12-21,74
2017-12-22,87
2017-12-23,86
2017-12-24,78
2017-12-26,60
2017-12-27,86
2017-12-28,111
2017-12-29,109
2017-12-30,100
2017-12-31,89
2017-07-01,78
2017-07-02,73
2017-07-03,79
2017-07-04,77
2017-07-05,100
2017-07-06,94
2017-07-07,104
2017-07-08,85
2017-07-09,75
2017-07-10,87
2017-07-18,94
2017-07-19,103
2017-07-20,100
2017-07-21,83
2017-07-22,80
2017-07-23,83
2017-07-24,89
2017-07-25,66
2017-07-26,67
2017-07-27,51
2017-07-28,56
2017-07-29,63
2017-07-30,71
2017-07-31,68
2017-08-01,70
2017-08-02,76
2017-08-03,72
2017-08-04,72
2017-08-05,85
2017-08-06,94
2017-08-07,93
2017-08-08,76
2017-08-09,60
2017-08-10,81
2017-08-11,71
2017-08-12,88
2017-08-13,57
2017-08-14,54
2017-08-15,44
2017-08-16,60
2017-08-17,72
2017-08-18,62
2017-08-19,89
2017-08-20,65
2017-08-21,74
2017-08-22,54
2017-08-23,49
2017-08-24,51
2017-08-25,58
2017-08-26,58
2017-08-27,31
2017-08-28,49
2017-08-29,75
2017-08-30,103
2017-08-31,112
2017-09-01,80
2017-09-02,59
2017-09-03,53
2017-09-04,52
2017-09-05,63
2017-09-06,58
2017-09-11,96
2017-09-12,104
2017-09-13,103
2017-09-14,60
2017-09-18,66
2017-09-19,82
2017-09-20,123
2017-09-21,139
2017-09-22,94
2017-09-23,69
2017-09-24,62
2017-09-25,64
2017-09-26,81
2017-09-27,82
2017-09-28,61
2017-09-29,96
2017-09-30,47
2017-04-01,92
2017-04-02,110
2017-04-03,97
2017-04-04,114
2017-04-05,81
2017-04-06,71
2017-04-07,76
2017-04-08,87
2017-04-09,73
2017-04-10,67
2017-04-11,66
2017-04-12,74
2017-04-13,61
2017-04-14,36
2017-04-15,53
2017-04-16,48
2017-04-17,37
2017-04-18,48
2017-04-19,49
2017-04-20,31
2017-04-21,38
2017-04-22,72
2017-04-23,81
2017-04-24,70
2017-04-25,70
2017-04-26,76
2017-04-27,70
2017-05-03,49
2017-05-04,33
2017-05-05,87
2017-05-06,77
2017-05-07,94
2017-05-08,88
2017-05-09,77
2017-05-10,67
2017-05-11,64
2017-05-12,65
2017-05-13,91
2017-05-14,85
2017-05-15,81
2017-05-16,110
2017-05-17,86
2017-05-18,81
2017-05-19,73
2017-05-20,106
2017-05-21,67
2017-05-22,66
2017-05-23,69
2017-05-24,71
2017-05-25,80
2017-05-26,77
2017-05-27,84
2017-05-28,71
2017-05-29,91
2017-05-30,107
2017-05-31,109
2017-06-01,38
2017-06-02,36
2017-06-07,38
2017-06-08,62
2017-06-09,68
2017-06-10,70
2017-06-11,107
2017-06-12,93
2017-06-13,92
2017-06-14,81
2017-06-15,72
2017-06-16,91
2017-06-17,89
2017-06-18,85
2017-06-19,82
2017-06-20,76
2017-06-21,88
2017-06-22,104
2017-06-23,86
2017-06-24,79
2017-06-25,62
2017-06-26,78
2017-06-27,92
2017-06-28,61
2017-06-29,61
2017-06-30,68
2017-01-02,84
2017-01-03,109
2017-01-04,128
2017-01-05,118
2017-01-06,87
2017-01-07,104
2017-01-08,68
2017-01-09,79
2017-01-10,99
2017-01-11,112
2017-01-12,116
2017-01-13,123
2017-01-14,112
2017-01-15,118
2017-01-16,87
2017-01-17,103
2017-01-18,105
2017-01-19,125
2017-01-20,130
2017-01-21,109
2017-01-22,121
2017-01-23,106
2017-01-24,111
2017-01-25,133
2017-01-26,96
2017-01-27,89
2017-01-28,124
2017-01-29,110
2017-01-30,90
2017-01-31,101
2017-02-01,104
2017-02-02,92
2017-02-03,87
2017-02-04,78
2017-02-05,75
2017-02-06,93
2017-02-07,94
2017-02-08,120
2017-02-09,106
2017-02-10,117
2017-02-11,102
2017-02-12,105
2017-02-13,121
2017-02-14,118
2017-02-15,97
2017-02-16,109
2017-02-17,113
2017-02-18,122
2017-02-19,122
2017-02-20,94
2017-02-21,75
2017-02-22,73
2017-02-23,74
2017-02-24,76
2017-02-25,117
2017-02-26,128
2017-02-27,117
2017-02-28,94
2017-03-01,104
2017-03-02,119
2017-03-03,132
2017-03-04,136
2017-03-05,97
2017-03-06,88
2017-03-07,87
2017-03-08,85
2017-03-09,81
2017-03-10,94
2017-03-11,101
2017-03-12,85
2017-03-13,91
2017-03-14,80
2017-03-15,101
2017-03-16,96
2017-03-17,89
2017-03-18,87
2017-03-19,94
2017-03-20,97
2017-03-21,5
2017-03-22,13
2017-03-23,56
2017-03-24,65
2017-03-25,67
2017-03-26,70
2017-03-27,87
2017-03-28,95
2017-03-29,90
2017-03-30,109
2017-03-31,88
2016-10-01,91
2016-10-02,85
2016-10-03,93
2016-10-04,114
2016-10-05,95
2016-10-06,103
2016-10-07,83
2016-10-08,93
2016-10-09,113
2016-10-10,88
2016-10-11,106
2016-10-12,130
2016-10-13,126
2016-10-14,110
2016-10-15,121
2016-10-16,98
2016-10-17,98
2016-10-18,97
2016-10-19,79
2016-10-20,76
2016-10-21,84
2016-10-22,110
2016-10-23,95
2016-10-24,116
2016-10-25,120
2016-10-26,63
2016-10-27,58
2016-10-28,60
2016-10-29,34
2016-10-30,51
2016-10-31,115
2016-11-01,144
2016-11-02,55
2016-11-03,75
2016-11-04,76
2016-11-05,74
2016-11-06,60
2016-11-07,74
2016-11-08,76
2016-11-09,72
2016-11-10,105
2016-11-11,124
2016-11-12,91
2016-11-13,97
2016-11-14,105
2016-11-15,118
2016-11-16,123
2016-11-17,134
2016-11-18,86
2016-11-19,81
2016-11-20,94
2016-11-21,93
2016-11-22,73
2016-11-23,78
2016-11-24,90
2016-11-25,114
2016-11-26,112
2016-11-27,116
2016-11-28,118
2016-11-29,104
2016-11-30,90
2016-12-01,81
2016-12-02,99
2016-12-03,93
2016-12-04,106
2016-12-05,85
2016-12-06,96
2016-12-07,120
2016-12-08,120
2016-12-09,115
2016-12-10,159
2016-12-11,125
2016-12-12,102
2016-12-13,79
2016-12-14,95
2016-12-15,83
2016-12-16,98
2016-12-17,111
2016-12-18,112
2016-12-19,107
2016-12-20,133
2016-12-21,112
2016-12-22,113
2016-12-23,115
2016-12-24,136
2016-12-25,135
2016-12-26,118
2016-12-27,131
2016-12-28,117
2016-12-29,91
2016-12-30,90
2016-12-31,109
2016-07-01,59
2016-07-02,86
2016-07-03,102
2016-07-04,102
2016-07-05,78
2016-07-06,72
2016-07-07,46
2016-07-08,51
2016-07-09,58
2016-07-10,64
2016-07-11,58
2016-07-12,64
2016-07-13,72
2016-07-14,67
2016-07-15,75
2016-07-16,85
2016-07-17,90
2016-07-18,76
2016-07-19,76
2016-07-20,99
2016-07-21,83
2016-07-22,98
2016-07-23,136
2016-07-24,126
2016-07-25,86
2016-07-26,75
2016-07-27,68
2016-07-28,68
2016-07-29,58
2016-07-30,63
2016-07-31,49
2016-08-01,74
2016-08-02,63
2016-08-03,86
2016-08-04,58
2016-08-05,71
2016-08-06,79
2016-08-07,54
2016-08-08,50
2016-08-09,54
2016-08-10,55
2016-08-11,66
2016-08-12,57
2016-08-13,52
2016-08-14,55
2016-08-15,44
2016-08-16,51
2016-08-17,58
2016-08-18,65
2016-08-19,58
2016-08-20,72
2016-08-21,71
2016-08-22,77
2016-08-23,104
2016-08-24,92
2016-08-25,80
2016-08-26,68
2016-08-27,77
2016-08-28,78
2016-08-29,59
2016-08-30,71
2016-08-31,78
2016-09-01,79
2016-09-02,30
2016-09-03,28
2016-09-04,41
2016-09-05,47
2016-09-06,57
2016-09-07,50
2016-09-08,71
2016-09-09,77
2016-09-10,66
2016-09-11,69
2016-09-12,62
2016-09-13,46
2016-09-14,55
2016-09-15,90
2016-09-16,72
2016-09-17,73
2016-09-18,78
2016-09-19,75
2016-09-20,93
2016-09-21,98
2016-09-22,81
2016-09-23,83
2016-09-24,73
2016-09-25,81
2016-09-26,85
2016-09-27,86
2016-09-28,96
2016-09-29,85
2016-09-30,98
2016-04-01,67
2016-04-02,70
2016-04-03,73
2016-04-04,68
2016-04-05,72
2016-04-06,70
2016-04-07,67
2016-04-08,68
2016-04-09,64
2016-04-10,75
2016-04-11,85
2016-04-12,86
2016-04-13,94
2016-04-14,97
2016-04-15,111
2016-04-16,101
2016-04-17,95
2016-04-18,83
2016-04-19,68
2016-04-20,75
2016-04-21,66
2016-04-22,55
2016-04-23,50
2016-04-24,58
2016-04-25,59
2016-04-26,51
2016-04-27,62
2016-04-28,59
2016-04-29,48
2016-04-30,66
2016-05-01,64
2016-05-02,57
2016-05-03,48
2016-05-04,59
2016-05-05,59
2016-05-06,57
2016-05-07,71
2016-05-08,46
2016-05-09,48
2016-05-10,52
2016-05-11,53
2016-05-12,53
2016-05-13,68
2016-05-14,69
2016-05-15,71
2016-05-16,108
2016-05-17,112
2016-05-18,114
2016-05-19,132
2016-05-20,109
2016-05-21,117
2016-05-22,90
2016-05-23,81
2016-05-24,65
2016-05-25,63
2016-05-26,71
2016-05-27,65
2016-05-28,69
2016-05-29,68
2016-05-30,70
2016-05-31,86
2016-06-01,84
2016-06-02,60
2016-06-03,69
2016-06-04,76
2016-06-05,79
2016-06-06,76
2016-06-07,72
2016-06-08,85
2016-06-09,105
2016-06-10,80
2016-06-11,97
2016-06-14,66
2016-06-15,65
2016-06-16,69
2016-06-17,110
2016-06-18,71
2016-06-19,96
2016-06-20,87
2016-06-21,88
2016-06-22,54
2016-06-23,68
2016-06-24,129
2016-06-25,103
2016-06-26,76
2016-06-27,80
2016-06-28,56
2016-06-29,49
2016-06-30,60
2016-02-11,68
2016-02-12,54
2016-02-13,54
2016-02-14,54
2016-02-15,59
2016-02-16,95
2016-02-17,100
2016-02-18,105
2016-02-19,112
2016-02-20,98
2016-02-21,109
2016-02-22,99
2016-02-23,94
2016-02-24,108
2016-02-25,103
2016-02-26,80
2016-02-27,71
2016-02-28,99
2016-02-29,106
2016-03-01,111
2016-03-02,125
2016-03-03,115
2016-03-04,89
2016-03-05,84
2016-03-06,69
2016-03-07,66
2016-03-08,72
2016-03-09,69
2016-03-10,72
2016-03-11,74
2016-03-12,73
2016-03-13,78
2016-03-14,91
2016-03-15,85
2016-03-16,78
2016-03-17,75
2016-03-18,71
2016-03-19,78
2016-03-20,82
2016-03-21,76
2016-03-22,73
2016-03-23,85
2016-03-24,80
2016-03-25,85
2016-03-26,114
2016-03-27,106
2016-03-28,117
2016-03-29,136
2016-03-30,92
2016-03-31,75
