date,pm25,pm10,o3,no2,so2,co,aqi
9/18/2015,0,0,13,27,15,19,27
9/19/2015,0,0,13,26,11,16,26
9/20/2015,0,0,13,27,12,26,27
9/21/2015,0,0,28,24,11,25,28
9/22/2015,0,0,104,16,15,26,104
9/23/2015,0,0,47,31,13,17,47
9/24/2015,0,0,8,27,12,20,27
9/25/2015,0,0,17,25,11,26,26
9/26/2015,0,0,46,30,12,22,46
9/27/2015,0,0,32,35,12,23,35
9/28/2015,0,0,48,30,12,17,48
9/29/2015,0,0,122,35,14,16,122
9/30/2015,0,0,120,29,16,15,120
10/1/2015,0,0,138,36,8,19,138
10/2/2015,0,0,92,32,4,19,92
10/3/2015,0,0,134,18,4,10,134
10/4/2015,0,0,116,18,0,10,116
10/5/2015,0,0,70,30,0,14,70
10/6/2015,0,0,0,0,0,0,0
10/7/2015,0,0,0,0,0,0,0
10/8/2015,0,0,0,0,0,0,0
10/13/2015,0,0,33,35,0,0,35
10/14/2015,0,0,92,21,2,36,92
10/15/2015,0,0,89,23,2,22,89
10/16/2015,0,0,130,22,5,19,130
10/17/2015,0,0,131,22,2,17,131
10/18/2015,0,0,162,23,9,20,162
10/19/2015,0,0,143,25,0,23,143
10/20/2015,0,0,168,25,5,24,168
10/21/2015,0,0,158,27,10,28,158
10/22/2015,0,0,134,34,10,27,134
10/23/2015,0,0,145,30,7,21,145
10/24/2015,0,0,94,26,5,24,94
10/25/2015,0,0,121,24,6,22,121
10/26/2015,0,0,131,21,2,23,131
10/27/2015,0,0,160,16,3,21,160
10/28/2015,0,0,136,14,3,19,136
10/29/2015,0,0,141,10,0,17,141
10/30/2015,0,0,134,11,0,23,134
10/31/2015,0,0,145,10,0,18,145
11/1/2015,0,0,36,7,0,6,36
11/2/2015,0,0,68,19,0,16,68
11/3/2015,0,0,92,27,0,20,92
11/4/2015,0,0,112,23,0,23,112
11/5/2015,0,0,97,19,0,22,97
11/6/2015,0,0,121,14,2,25,121
11/7/2015,0,0,148,7,1,24,148
11/8/2015,0,0,169,6,0,21,169
11/9/2015,0,0,164,6,0,29,164
11/10/2015,0,0,151,8,0,26,151
11/11/2015,0,0,125,10,0,27,125
11/12/2015,0,0,154,5,6,13,154
11/13/2015,0,0,51,7,10,13,51
11/14/2015,0,0,58,6,5,22,58
11/15/2015,0,0,123,5,5,17,123
11/16/2015,0,0,69,7,5,10,69
11/17/2015,0,0,117,6,5,11,117
11/23/2015,0,0,33,19,5,40,40
11/24/2015,0,0,38,14,5,29,38
11/25/2015,0,0,34,14,5,22,34
11/26/2015,0,0,15,15,5,16,16
11/27/2015,0,0,17,20,5,17,20
11/28/2015,0,0,12,16,5,16,16
11/29/2015,0,0,12,12,5,12,12
11/30/2015,0,0,7,13,5,20,20
12/1/2015,0,0,23,11,5,18,23
12/2/2015,0,0,56,11,5,21,56
12/3/2015,0,0,18,8,5,13,18
12/4/2015,0,0,13,7,5,7,13
12/5/2015,0,0,0,0,0,6,6
12/6/2015,0,0,0,0,0,4,4
12/7/2015,0,0,0,0,0,15,15
12/8/2015,0,0,0,0,0,15,15
12/9/2015,0,0,0,0,0,6,6
12/10/2015,0,0,0,0,0,18,18
12/11/2015,0,0,0,0,0,20,20
12/15/2015,0,0,0,0,0,18,18
12/21/2015,0,0,5,36,5,40,40
12/22/2015,0,0,23,24,5,26,26
12/23/2015,0,0,16,15,5,21,21
12/24/2015,0,0,23,13,5,23,23
12/25/2015,0,0,18,12,6,10,18
12/26/2015,0,0,11,11,5,11,11
12/27/2015,129,0,9,10,5,12,129
12/28/2015,163,0,7,13,5,20,163
12/29/2015,127,0,10,10,5,11,127
12/30/2015,83,0,13,10,5,12,83
1/3/2016,0,0,17,20,6,23,23
1/4/2016,161,0,23,19,6,22,161
1/5/2016,170,0,0,0,0,0,170
1/6/2016,154,0,0,0,0,0,154
1/7/2016,157,0,0,0,0,0,157
1/8/2016,150,0,0,0,0,0,150
1/9/2016,140,0,0,0,0,0,140
1/10/2016,130,0,7,14,6,13,130
1/11/2016,114,0,25,16,6,24,114
1/12/2016,145,0,13,14,6,19,145
1/13/2016,161,0,11,10,6,18,161
1/14/2016,137,0,11,7,6,9,137
1/15/2016,90,0,0,0,0,0,90
1/16/2016,144,0,0,0,0,0,144
1/17/2016,126,0,0,0,0,0,126
1/18/2016,144,0,5,3,6,13,144
1/19/2016,156,0,11,0,6,10,156
1/20/2016,197,0,10,0,6,13,197
1/21/2016,191,0,10,0,6,11,191
1/22/2016,104,0,20,0,6,5,104
1/23/2016,90,0,28,0,6,2,90
1/24/2016,127,0,15,5,6,5,127
1/25/2016,147,0,14,0,6,4,147
1/26/2016,137,0,17,1,6,8,137
1/27/2016,151,0,14,0,6,12,151
1/28/2016,181,0,0,0,0,0,181
1/29/2016,180,0,0,0,0,0,180
1/30/2016,135,0,0,0,0,0,135
1/31/2016,119,0,0,0,0,0,119
2/1/2016,75,0,0,0,0,0,75
2/2/2016,118,0,0,0,0,0,118
2/3/2016,167,0,0,0,0,0,167
2/4/2016,163,0,0,0,0,0,163
2/5/2016,165,0,0,0,0,0,165
2/6/2016,165,0,0,0,0,0,165
2/7/2016,180,0,0,0,0,0,180
2/8/2016,200,0,0,0,0,0,200
2/9/2016,143,0,0,0,0,0,143
2/10/2016,137,0,0,0,0,0,137
2/11/2016,131,0,0,0,0,0,131
2/12/2016,149,0,0,0,0,0,149
2/13/2016,159,0,0,0,0,0,159
2/14/2016,172,0,0,0,0,0,172
2/15/2016,105,0,0,0,0,0,105
2/16/2016,130,0,0,0,0,0,130
2/17/2016,167,0,0,0,0,0,167
2/18/2016,175,0,18,26,6,14,175
2/19/2016,183,0,12,31,6,16,183
2/20/2016,172,0,0,0,0,0,172
2/21/2016,171,0,16,25,6,17,171
2/22/2016,165,0,15,16,6,10,165
2/23/2016,123,0,19,16,6,9,123
2/24/2016,117,0,14,12,7,6,117
2/25/2016,135,0,12,17,6,20,135
2/26/2016,135,0,19,16,7,14,135
2/27/2016,150,0,30,22,7,16,150
2/28/2016,173,0,29,27,7,17,173
2/29/2016,191,0,40,31,7,25,191
3/1/2016,178,0,0,0,0,0,178
3/2/2016,154,0,0,0,0,0,154
3/3/2016,145,0,2,21,7,19,145
3/4/2016,0,0,4,14,7,25,25
3/5/2016,0,0,22,13,7,14,22
3/6/2016,152,0,20,9,7,13,152
3/7/2016,119,0,74,6,7,21,119
3/8/2016,94,0,54,11,7,20,94
3/9/2016,104,0,14,14,7,11,104
3/10/2016,88,0,19,19,7,13,88
3/11/2016,48,0,14,17,7,16,48
3/12/2016,16,0,19,14,7,11,19
3/13/2016,19,0,16,23,7,16,23
3/14/2016,73,0,19,23,7,19,73
3/15/2016,143,0,18,20,7,22,143
3/16/2016,96,0,17,18,7,21,96
3/17/2016,0,0,50,12,7,21,50
3/18/2016,160,0,60,10,7,20,160
3/19/2016,133,0,4,6,7,5,133
3/20/2016,126,0,52,6,7,16,126
3/21/2016,97,0,67,6,7,24,97
3/22/2016,124,0,23,7,7,15,124
3/23/2016,142,0,0,0,0,0,142
3/24/2016,76,0,0,0,0,0,76
3/25/2016,118,0,0,0,0,0,118
3/26/2016,142,0,0,0,0,0,142
3/27/2016,166,0,0,0,0,0,166
3/28/2016,194,0,0,0,0,0,194
3/29/2016,184,0,0,0,0,0,184
3/30/2016,157,0,3,18,0,26,157
3/31/2016,153,0,15,12,0,24,153
4/1/2016,162,0,38,8,0,16,162
4/2/2016,119,0,26,7,0,12,119
4/3/2016,135,0,20,6,0,17,135
4/4/2016,123,0,42,5,0,14,123
4/5/2016,109,0,50,7,0,13,109
4/6/2016,106,0,47,4,0,19,106
4/7/2016,121,0,45,8,0,22,121
4/8/2016,120,0,17,6,0,9,120
4/9/2016,115,0,0,0,0,0,115
4/10/2016,143,0,0,0,0,0,143
4/11/2016,144,0,0,0,0,0,144
4/12/2016,133,0,32,22,0,26,133
4/13/2016,142,0,95,16,0,23,142
4/14/2016,148,0,117,11,0,21,148
4/15/2016,157,0,0,0,0,0,157
4/16/2016,146,0,0,0,0,0,146
4/17/2016,149,0,0,0,0,0,149
4/18/2016,84,0,0,11,0,18,84
4/19/2016,124,0,0,11,0,11,124
4/20/2016,84,0,28,9,0,24,84
4/21/2016,93,0,35,15,0,25,93
4/22/2016,74,0,0,0,0,0,74
4/23/2016,122,0,0,0,0,0,122
4/24/2016,72,0,70,13,0,26,72
4/25/2016,68,0,85,9,0,27,85
4/26/2016,108,0,140,8,0,31,140
4/27/2016,114,0,110,13,0,31,114
4/28/2016,128,0,94,10,0,43,128
4/29/2016,135,0,94,9,0,30,135
4/30/2016,110,0,71,8,0,21,110
5/1/2016,62,0,169,3,0,8,169
5/2/2016,98,0,0,0,0,0,98
5/3/2016,97,0,0,0,0,0,97
5/4/2016,80,0,0,0,0,0,80
5/5/2016,92,0,0,0,0,0,92
5/6/2016,92,0,0,0,0,0,92
5/7/2016,75,0,0,0,0,0,75
5/8/2016,71,0,131,7,0,28,131
5/9/2016,97,0,167,10,0,25,167
5/10/2016,97,0,111,12,0,30,111
5/11/2016,134,0,131,14,11,33,134
5/12/2016,105,0,159,12,11,23,159
5/13/2016,83,0,154,6,11,20,154
5/14/2016,41,0,135,5,11,18,135
5/15/2016,75,0,52,9,11,14,75
5/16/2016,73,0,45,12,11,25,73
5/17/2016,117,0,161,9,11,26,161
5/18/2016,107,0,174,6,11,25,174
5/19/2016,84,0,161,7,11,20,161
5/20/2016,88,0,149,6,11,17,149
5/21/2016,103,0,110,8,11,30,110
5/22/2016,103,0,138,8,11,36,138
5/23/2016,111,0,124,3,11,27,124
5/24/2016,105,0,154,5,11,31,154
5/25/2016,90,0,142,2,11,22,142
5/26/2016,63,0,172,3,11,33,172
5/27/2016,54,0,150,5,11,25,150
5/28/2016,76,0,136,4,11,25,136
5/29/2016,89,0,121,4,11,35,121
5/30/2016,76,0,78,5,11,22,78
5/31/2016,72,0,58,4,11,18,72
6/1/2016,60,0,44,5,11,20,60
6/2/2016,71,0,35,5,11,20,71
6/3/2016,76,0,32,5,11,24,76
6/4/2016,77,0,0,0,0,0,77
6/5/2016,105,0,0,0,0,0,105
6/6/2016,104,0,21,14,11,29,104
6/7/2016,73,0,0,0,0,0,73
6/8/2016,100,0,0,0,0,0,100
6/9/2016,98,0,0,0,0,0,98
6/10/2016,110,0,0,0,0,0,110
6/11/2016,87,0,0,0,0,0,87
6/12/2016,70,0,0,0,0,0,70
6/13/2016,94,0,0,0,0,0,94
6/14/2016,100,0,0,0,0,0,100
6/15/2016,101,0,0,0,0,0,101
6/16/2016,80,0,0,0,0,0,80
6/17/2016,109,0,0,0,0,0,109
6/18/2016,104,0,0,0,0,0,104
6/19/2016,122,0,0,0,0,0,122
6/20/2016,109,0,0,0,0,0,109
6/21/2016,89,0,20,4,13,24,89
6/22/2016,88,0,33,5,13,28,88
6/23/2016,83,0,22,7,13,26,83
6/24/2016,78,0,23,9,13,26,78
6/25/2016,84,0,21,9,12,18,84
6/26/2016,95,0,24,7,12,26,95
6/27/2016,68,0,22,7,13,25,68
6/28/2016,91,0,8,3,13,27,91
6/29/2016,78,0,8,2,13,36,78
6/30/2016,0,0,8,2,12,17,17
7/1/2016,0,0,8,2,12,16,16
7/2/2016,0,0,8,3,13,17,17
7/5/2016,64,0,0,0,0,0,64
7/6/2016,29,0,0,0,0,0,29
7/7/2016,80,0,8,5,13,38,80
7/8/2016,130,0,8,2,13,24,130
7/9/2016,80,0,0,0,0,0,80
7/10/2016,89,0,0,0,0,0,89
7/11/2016,86,0,0,0,0,0,86
7/12/2016,79,0,0,0,0,0,79
7/13/2016,121,0,8,5,0,0,121
7/14/2016,81,0,9,9,13,29,81
7/15/2016,106,0,9,11,13,20,106
7/16/2016,71,0,8,6,13,14,71
7/17/2016,63,0,0,0,0,0,63
7/18/2016,74,0,0,0,0,0,74
7/19/2016,70,0,0,0,0,0,70
7/20/2016,62,0,0,0,0,0,62
7/21/2016,68,0,0,0,0,0,68
7/22/2016,82,0,0,0,0,0,82
7/23/2016,67,0,0,0,0,0,67
7/24/2016,89,0,0,0,0,0,89
7/25/2016,69,0,0,0,0,0,69
7/26/2016,89,0,8,25,15,13,89
7/27/2016,85,0,8,15,13,10,85
7/28/2016,29,0,0,0,0,0,29
7/29/2016,42,0,0,0,0,0,42
7/30/2016,77,0,0,0,0,0,77
7/31/2016,102,0,0,0,0,0,102
8/1/2016,125,0,0,0,0,0,125
8/2/2016,108,0,0,0,0,0,108
8/3/2016,75,0,0,0,0,0,75
8/4/2016,47,0,0,0,0,0,47
8/5/2016,62,0,0,0,0,0,62
8/6/2016,97,0,0,0,0,0,97
8/7/2016,84,0,0,0,0,0,84
8/8/2016,63,0,9,15,13,14,63
8/9/2016,68,0,9,13,14,16,68
8/10/2016,100,0,9,8,14,15,100
8/11/2016,105,0,9,10,13,18,105
8/12/2016,92,0,9,9,12,14,92
8/13/2016,104,0,9,7,12,13,104
8/14/2016,60,0,9,9,12,18,60
8/15/2016,66,0,10,8,12,11,66
8/16/2016,79,0,0,0,0,0,79
8/17/2016,87,0,9,8,12,21,87
8/18/2016,68,0,10,8,12,16,68
8/19/2016,28,0,0,0,0,0,28
8/20/2016,45,0,9,8,13,19,45
8/21/2016,61,0,0,0,0,0,61
8/22/2016,91,0,9,8,13,25,91
8/23/2016,97,0,9,9,13,21,97
8/24/2016,112,0,9,9,13,17,112
8/25/2016,126,0,9,9,13,17,126
8/26/2016,145,0,9,10,13,16,145
8/27/2016,90,0,9,8,13,11,90
8/28/2016,63,0,9,7,13,14,63
8/29/2016,119,0,9,12,13,22,119
8/30/2016,161,0,10,18,13,26,161
8/31/2016,125,0,10,15,13,24,125
9/1/2016,69,0,9,11,13,19,69
9/2/2016,52,0,10,7,13,10,52
9/3/2016,79,0,10,10,13,15,79
9/4/2016,136,0,13,11,13,17,136
9/5/2016,161,0,13,12,13,19,161
9/6/2016,121,0,18,9,13,21,121
9/7/2016,102,0,10,10,13,21,102
9/8/2016,133,0,13,11,14,26,133
9/9/2016,106,0,11,14,14,26,106
9/10/2016,69,0,9,2,13,9,69
9/11/2016,81,0,0,0,0,0,81
9/12/2016,99,0,0,0,0,0,99
9/13/2016,105,0,0,0,0,0,105
9/14/2016,128,0,7,17,13,31,128
9/15/2016,134,0,7,8,12,17,134
9/16/2016,158,0,0,0,0,0,158
9/17/2016,162,0,0,0,0,0,162
9/18/2016,157,0,0,0,0,0,157
9/19/2016,150,0,0,0,0,0,150
9/20/2016,147,0,0,0,0,0,147
9/21/2016,153,0,0,0,0,0,153
9/22/2016,163,0,0,0,0,0,163
9/23/2016,165,0,0,0,0,0,165
9/24/2016,115,0,0,0,0,0,115
9/25/2016,106,0,0,0,0,0,106
9/26/2016,73,0,0,0,0,0,73
9/27/2016,110,0,0,0,0,0,110
9/28/2016,148,0,0,0,0,0,148
9/29/2016,132,0,0,0,0,0,132
9/30/2016,97,0,0,0,0,0,97
10/1/2016,107,0,0,0,0,0,107
10/2/2016,119,0,0,0,0,0,119
10/3/2016,149,0,0,0,0,0,149
10/4/2016,167,0,10,0,11,54,167
10/5/2016,182,0,4,11,13,44,182
10/6/2016,153,0,6,11,13,34,153
10/7/2016,174,0,0,0,0,0,174
10/8/2016,188,0,0,0,0,0,188
10/9/2016,170,0,0,0,0,0,170
10/10/2016,151,0,4,16,14,44,151
10/11/2016,163,0,7,12,13,29,163
10/12/2016,163,0,1,7,12,44,163
10/13/2016,158,0,1,3,13,22,158
10/14/2016,150,0,0,0,0,0,150
10/15/2016,136,0,0,0,0,0,136
10/16/2016,131,0,0,0,0,0,131
10/17/2016,150,0,2,25,13,18,150
10/18/2016,123,0,1,41,13,32,123
10/19/2016,89,0,3,71,15,58,89
10/20/2016,99,0,0,0,0,0,99
10/21/2016,124,0,0,0,0,0,124
10/22/2016,160,0,5,49,14,53,160
10/23/2016,147,0,0,0,0,0,147
10/24/2016,144,0,3,32,13,13,144
10/25/2016,91,0,11,31,13,41,91
10/26/2016,103,0,4,30,13,37,103
10/27/2016,76,0,9,44,14,47,76
10/28/2016,79,0,3,45,14,36,79
10/29/2016,96,0,1,34,13,20,96
10/30/2016,84,0,1,33,13,27,84
10/31/2016,78,0,1,30,14,23,78
11/1/2016,70,0,1,32,16,27,70
11/2/2016,85,0,1,52,14,47,85
11/3/2016,95,0,1,45,15,35,95
11/4/2016,149,0,2,63,14,49,149
11/5/2016,152,0,2,56,15,53,152
11/6/2016,161,0,2,48,15,64,161
11/7/2016,178,0,21,17,9,32,178
11/8/2016,121,0,17,5,8,19,121
11/9/2016,46,0,17,6,8,22,46
11/10/2016,64,0,27,13,10,35,64
11/11/2016,113,0,49,13,12,57,113
11/12/2016,178,0,41,9,9,41,178
11/13/2016,175,0,19,5,8,39,175
11/14/2016,117,0,24,6,9,47,117
11/15/2016,98,0,24,6,10,53,98
11/16/2016,96,0,28,9,15,54,96
11/17/2016,101,0,31,7,12,57,101
11/18/2016,123,0,51,13,12,49,123
11/19/2016,147,0,40,9,12,36,147
11/20/2016,137,0,40,13,12,59,137
11/21/2016,123,0,32,7,12,57,123
11/22/2016,105,0,32,8,12,46,105
11/23/2016,0,0,24,5,11,24,24
11/24/2016,0,0,22,8,13,29,29
11/25/2016,112,0,19,5,11,19,112
11/26/2016,63,0,34,14,14,27,63
11/27/2016,108,0,40,19,21,37,108
11/28/2016,157,0,22,16,17,43,157
11/29/2016,154,0,28,13,15,24,154
11/30/2016,134,0,35,13,13,31,134
12/1/2016,117,0,0,0,0,0,117
12/2/2016,156,0,0,0,0,0,156
12/3/2016,187,0,44,17,14,102,187
12/4/2016,197,0,66,12,22,56,197
12/5/2016,204,0,25,10,18,35,204
12/6/2016,150,0,46,15,23,54,150
12/7/2016,161,0,41,15,18,76,161
12/8/2016,173,0,74,25,25,58,173
12/9/2016,195,0,39,24,27,58,195
12/10/2016,193,0,54,20,18,45,193
12/11/2016,201,0,28,9,12,44,201
12/12/2016,149,0,28,8,14,50,149
12/13/2016,130,0,17,7,14,31,130
12/14/2016,128,0,18,6,10,25,128
12/15/2016,86,0,20,10,14,38,86
12/16/2016,144,0,24,16,21,52,144
12/17/2016,163,0,33,15,27,56,163
12/18/2016,187,0,48,5,19,76,187
12/19/2016,226,0,18,1,10,44,226
12/20/2016,109,0,18,3,13,52,109
12/21/2016,109,0,16,4,13,30,109
12/22/2016,91,0,23,11,18,50,91
12/23/2016,155,0,18,6,14,53,155
12/24/2016,145,0,15,3,11,37,145
12/25/2016,106,0,12,4,12,48,106
12/26/2016,94,0,11,7,12,25,94
12/27/2016,83,0,23,11,16,49,83
12/28/2016,142,0,26,13,23,52,142
12/29/2016,157,0,26,15,22,60,157
12/30/2016,168,0,36,17,22,58,168
12/31/2016,202,0,0,0,0,0,202
1/1/2017,0,0,23,7,12,71,71
1/2/2017,169,0,36,11,17,70,169
1/3/2017,184,0,21,9,19,67,184
1/4/2017,155,0,9,6,12,28,155
1/5/2017,108,0,14,8,13,48,108
1/6/2017,115,0,21,9,13,41,115
1/7/2017,145,0,16,8,14,44,145
1/8/2017,142,0,12,4,13,54,142
1/9/2017,132,0,18,0,12,86,132
1/10/2017,151,0,9,5,10,40,151
1/11/2017,98,0,2,5,9,21,98
1/12/2017,22,0,0,0,0,0,22
1/13/2017,54,0,0,0,0,0,54
1/14/2017,100,0,0,0,0,0,100
1/15/2017,83,0,0,0,0,0,83
1/16/2017,120,0,0,0,10,17,120
1/17/2017,98,0,21,14,11,36,98
1/18/2017,144,0,23,5,14,71,144
1/19/2017,199,0,9,6,14,40,199
1/20/2017,108,0,11,7,13,28,108
1/21/2017,139,0,8,7,15,23,139
1/22/2017,151,0,0,0,0,0,151
1/23/2017,187,0,19,21,17,71,187
1/24/2017,192,0,24,15,15,52,192
1/25/2017,186,0,19,16,14,48,186
1/26/2017,167,0,15,11,13,33,167
1/27/2017,155,0,14,6,10,17,155
1/28/2017,116,0,5,7,11,21,116
1/29/2017,89,0,7,8,13,20,89
1/30/2017,108,0,10,10,12,34,108
1/31/2017,151,0,6,7,14,35,151
2/1/2017,125,0,4,8,14,40,125
2/2/2017,129,0,5,7,15,41,129
2/3/2017,121,0,10,8,11,24,121
2/4/2017,91,0,6,7,12,30,91
2/5/2017,113,0,5,8,13,37,113
2/6/2017,93,0,4,7,12,28,93
2/7/2017,80,0,5,7,14,38,80
2/8/2017,99,0,2,9,13,29,99
2/9/2017,73,0,5,12,15,18,73
2/10/2017,140,0,10,13,15,0,140
2/11/2017,165,0,12,15,16,0,165
2/12/2017,163,0,16,22,23,0,163
2/13/2017,175,0,11,14,15,0,175
2/14/2017,192,0,12,17,20,0,192
2/15/2017,207,0,3,12,13,0,207
2/16/2017,107,0,0,0,0,0,107
2/17/2017,85,0,0,0,0,0,85
2/18/2017,102,0,0,0,0,0,102
2/19/2017,112,0,3,7,12,0,112
2/20/2017,71,0,7,5,12,0,71
2/21/2017,81,0,12,4,12,0,81
2/22/2017,85,0,2,5,13,0,85
2/23/2017,89,0,0,9,13,0,89
2/24/2017,109,0,1,10,12,0,109
2/25/2017,111,0,3,10,14,0,111
2/26/2017,142,0,4,15,15,0,142
2/27/2017,151,0,8,13,25,0,151
2/28/2017,166,0,17,11,14,0,166
3/1/2017,179,0,21,12,16,0,179
3/2/2017,164,0,5,16,17,0,164
3/3/2017,161,0,5,11,13,0,161
3/4/2017,150,0,7,8,13,0,150
3/5/2017,130,0,1,6,17,0,130
3/6/2017,115,0,3,6,13,0,115
3/7/2017,140,0,0,0,0,0,140
3/8/2017,68,0,0,0,0,0,68
3/9/2017,139,0,0,12,12,0,139
3/10/2017,129,0,0,5,12,0,129
3/11/2017,170,0,0,4,11,0,170
3/12/2017,104,0,0,4,11,0,104
3/13/2017,108,0,0,0,0,0,108
3/14/2017,112,0,16,1,12,0,112
3/15/2017,104,0,22,2,17,0,104
3/16/2017,108,0,18,3,13,0,108
3/17/2017,100,0,18,4,11,0,100
3/18/2017,109,0,17,4,11,0,109
3/19/2017,79,0,16,4,11,0,79
3/20/2017,75,0,13,5,11,0,75
3/21/2017,55,0,12,4,11,0,55
3/22/2017,68,0,11,4,11,0,68
3/23/2017,60,0,13,3,11,0,60
3/24/2017,61,0,12,7,13,0,61
3/25/2017,66,0,9,8,13,0,66
3/26/2017,70,0,9,10,15,0,70
3/27/2017,106,0,20,14,17,0,106
3/28/2017,161,0,20,9,13,0,161
3/29/2017,147,0,12,24,15,0,147
3/30/2017,120,0,10,19,13,0,120
3/31/2017,85,0,13,23,14,0,85
4/1/2017,98,0,14,34,16,0,98
4/2/2017,136,0,15,35,16,0,136
4/3/2017,142,0,10,19,12,0,142
4/4/2017,88,0,13,17,12,0,88
4/5/2017,86,0,14,14,12,0,86
4/6/2017,89,0,24,11,12,0,89
4/7/2017,80,0,17,11,12,0,80
4/8/2017,92,0,20,13,13,0,92
4/9/2017,99,0,17,18,14,0,99
4/10/2017,128,0,15,28,13,0,128
4/11/2017,136,0,12,18,12,0,136
4/12/2017,110,0,12,55,14,0,110
4/13/2017,117,0,16,74,14,0,117
4/14/2017,129,0,8,38,11,0,129
4/15/2017,102,0,0,0,0,0,102
4/16/2017,77,0,20,68,12,0,77
4/17/2017,72,0,17,35,11,0,72
4/18/2017,81,0,21,50,13,0,81
4/19/2017,117,0,14,27,12,0,117
4/20/2017,106,0,16,21,12,0,106
4/21/2017,106,0,0,0,0,0,106
4/22/2017,50,0,0,0,0,0,50
4/23/2017,111,0,0,0,0,0,111
4/24/2017,114,0,18,24,12,0,114
4/25/2017,92,0,13,25,13,0,92
4/26/2017,113,0,17,19,13,0,113
4/27/2017,82,0,21,29,14,0,82
4/28/2017,0,0,20,30,14,0,30
4/29/2017,0,0,16,22,12,0,22
4/30/2017,0,0,12,16,11,0,16
5/1/2017,0,0,8,15,11,0,15
5/2/2017,0,0,9,17,12,0,17
5/3/2017,106,0,15,21,12,0,106
5/4/2017,105,0,9,26,12,0,105
5/5/2017,94,0,13,24,12,0,94
5/6/2017,110,0,11,20,12,0,110
5/7/2017,107,0,10,17,12,0,107
5/8/2017,85,0,10,20,12,0,85
5/9/2017,91,0,10,19,12,0,91
5/10/2017,77,0,8,13,11,0,77
5/11/2017,50,0,17,16,12,0,50
5/12/2017,55,0,10,25,12,0,55
5/13/2017,88,0,8,16,12,0,88
5/14/2017,57,0,11,16,12,0,57
5/15/2017,56,0,11,15,12,0,56
5/16/2017,78,0,0,0,0,0,78
5/17/2017,105,0,13,16,12,0,105
5/18/2017,96,0,12,13,11,0,96
5/19/2017,64,0,14,17,12,0,64
5/20/2017,68,0,17,18,12,0,68
5/21/2017,88,0,11,15,12,0,88
5/22/2017,62,0,11,17,12,0,62
5/23/2017,72,0,13,18,11,0,72
5/24/2017,64,0,13,17,11,0,64
5/25/2017,65,0,14,21,11,0,65
5/26/2017,76,0,14,24,11,0,76
5/27/2017,123,0,15,27,12,0,123
5/28/2017,149,0,19,28,12,0,149
5/29/2017,154,0,0,0,0,0,154
5/30/2017,103,0,15,18,13,0,103
5/31/2017,103,0,16,14,14,0,103
6/1/2017,83,0,17,14,16,0,83
6/2/2017,97,0,18,14,17,0,97
6/3/2017,81,0,21,14,17,0,81
6/4/2017,82,0,20,14,17,0,82
6/5/2017,91,0,13,13,14,0,91
6/6/2017,80,0,14,13,12,0,80
6/7/2017,59,0,14,12,13,0,59
6/8/2017,80,0,13,10,13,0,80
6/9/2017,52,0,15,11,13,0,52
6/10/2017,48,0,0,0,0,0,48
6/11/2017,78,0,15,13,14,0,78
6/12/2017,88,0,15,14,13,0,88
6/13/2017,74,0,15,9,13,0,74
6/14/2017,84,0,15,11,14,0,84
6/15/2017,101,0,15,13,13,0,101
6/16/2017,133,0,14,10,12,0,133
6/17/2017,55,0,15,10,13,0,55
6/18/2017,87,0,14,10,13,0,87
6/19/2017,87,0,0,0,0,0,87
6/20/2017,87,0,14,13,13,0,87
6/21/2017,63,0,15,13,13,0,63
6/22/2017,47,0,17,10,14,0,47
6/23/2017,53,0,17,8,13,0,53
6/24/2017,53,0,17,10,13,0,53
6/25/2017,47,0,17,10,13,0,47
6/26/2017,58,0,18,8,15,0,58
6/27/2017,50,0,19,8,13,0,50
6/28/2017,49,0,19,9,13,0,49
6/29/2017,62,0,23,10,13,0,62
6/30/2017,54,0,21,11,14,0,54
7/1/2017,65,0,23,10,14,0,65
7/2/2017,72,0,23,10,14,0,72
7/3/2017,71,0,25,10,13,0,71
7/4/2017,68,0,26,8,13,0,68
7/5/2017,33,0,26,8,13,0,33
7/6/2017,33,0,26,9,13,0,33
7/7/2017,42,0,24,9,13,0,42
7/8/2017,36,0,34,8,13,0,36
7/9/2017,47,0,23,8,13,0,47
7/10/2017,68,0,22,8,13,0,68
7/11/2017,40,0,21,8,13,0,40
7/12/2017,30,0,21,8,13,0,30
7/13/2017,66,0,21,9,14,0,66
7/14/2017,34,0,21,8,13,0,34
7/15/2017,62,0,20,8,13,0,62
7/16/2017,57,0,22,7,13,0,57
7/17/2017,31,0,20,8,13,0,31
7/18/2017,60,0,22,8,13,0,60
7/19/2017,36,0,21,7,13,0,36
7/20/2017,36,0,20,8,13,0,36
7/21/2017,50,0,24,9,13,0,50
7/22/2017,88,0,18,10,14,0,88
7/23/2017,55,0,20,13,14,0,55
7/24/2017,111,0,18,7,13,0,111
7/25/2017,94,0,0,0,0,0,94
7/26/2017,85,0,0,0,0,0,85
7/27/2017,97,0,0,0,0,0,97
7/28/2017,106,0,0,0,0,0,106
7/29/2017,121,0,0,0,0,0,121
7/30/2017,119,0,0,0,0,0,119
7/31/2017,98,0,0,0,0,0,98
8/1/2017,71,0,0,0,0,0,71
8/2/2017,83,0,0,0,0,0,83
8/3/2017,109,0,0,0,0,0,109
8/4/2017,114,0,0,0,0,0,114
